conteudo_id,titulo,tipo,categoria,nivel,carga_horaria_min,data_publicacao,descricao,autor
248,Tech Talk Ep. 111: Melhores Práticas em Previsão de Séries Temporais e Tendências,Podcast,Ciência de Dados,Intermediário,29,2025-12-25,"Episódio enriquecedor com debates aprofundados sobre Previsão de Séries Temporais e Tendências. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Ciência de Dados.",Dr. Marcelo Silveira Neves
249,Guia Definitivo e Boas Práticas sobre Conteinerização com Docker e Docker Compose,Artigo,DevOps & Cloud,Básico,16,2025-09-18,"Artigo técnico detalhado que explora Conteinerização com Docker e Docker Compose sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em DevOps & Cloud.",Prof. Gabriel Santana Ribeiro
250,Data Insights Ep. 137: Experiências Reais com Arquitetura de Dados Resiliente e Tolerante a Falhas,Podcast,Engenharia de Dados,Intermediário,61,2024-12-03,"Episódio enriquecedor com debates aprofundados sobre Arquitetura de Dados Resiliente e Tolerante a Falhas. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Engenharia de Dados.",Dra. Camila Guimarães Rocha
251,Construindo Aplicações Robustas com Controle de Acesso Baseado em Papéis (RBAC),Curso,Segurança & Governança,Avançado,1672,2024-10-18,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Controle de Acesso Baseado em Papéis (RBAC). O treinamento abrange tópicos de nível avançado, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Segurança & Governança.",Eng. Bruno César Pires
252,Masterclass de Processamento Distribuído com Apache Spark para Projetos Reais,Curso,Engenharia de Dados,Básico,561,2025-03-14,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Processamento Distribuído com Apache Spark. O treinamento abrange tópicos de nível básico, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Engenharia de Dados.",Dra. Camila Guimarães Rocha
253,"Princípios Essenciais e Arquitetura de Ingestão Eficiente de CSV, JSON e Parquet",Artigo,Engenharia de Dados,Avançado,21,2026-01-16,"Artigo técnico detalhado que explora Ingestão Eficiente de CSV, JSON e Parquet sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Engenharia de Dados.",Eng. Rodrigo Alves Mendonça
254,Guia Definitivo e Boas Práticas sobre APIs RESTful de Alta Performance com FastAPI,Artigo,Programação & Software,Básico,8,2025-08-12,"Artigo técnico detalhado que explora APIs RESTful de Alta Performance com FastAPI sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Programação & Software.",Dra. Juliana Martins Fontes
255,Guia Definitivo e Boas Práticas sobre Storytelling com Dados para Apresentações Executivas,Artigo,Business Intelligence,Intermediário,8,2024-12-29,"Artigo técnico detalhado que explora Storytelling com Dados para Apresentações Executivas sob uma ótica técnica e conceitual. Focado em nível intermediário, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Business Intelligence.",Prof. Diego Henrique Barros
256,Princípios Essenciais e Arquitetura de Experimentação e Testes A/B Orientados a Dados,Artigo,Ciência de Dados,Avançado,6,2025-11-15,"Artigo técnico detalhado que explora Experimentação e Testes A/B Orientados a Dados sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Ciência de Dados.",Eng. Felipe Siqueira Castro
257,Guia Definitivo e Boas Práticas sobre Governança e Padronização de Painéis de Indicadores,Artigo,Business Intelligence,Avançado,25,2026-05-12,"Artigo técnico detalhado que explora Governança e Padronização de Painéis de Indicadores sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Business Intelligence.",Eng. Rodrigo Alves Mendonça
258,Formação Prática em Governança e Padronização de Painéis de Indicadores: Fundamentos e Aplicação,Curso,Business Intelligence,Avançado,1510,2026-03-19,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Governança e Padronização de Painéis de Indicadores. O treinamento abrange tópicos de nível avançado, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Business Intelligence.",Prof. Gabriel Santana Ribeiro
259,Guia Rápido e Hands-on: Detecção de Anomalias em Grandes Volumes,Vídeo,Ciência de Dados,Avançado,93,2025-10-23,"Vídeo prático e objetivo apresentando a aplicação de Detecção de Anomalias em Grandes Volumes. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Ciência de Dados.",Profa. Carla Antunes Silveira
260,Deep Dive Ep. 84: Casos de Sucesso em Orquestração de Microsserviços com Kubernetes,Podcast,DevOps & Cloud,Intermediário,61,2024-05-24,"Episódio enriquecedor com debates aprofundados sobre Orquestração de Microsserviços com Kubernetes. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em DevOps & Cloud.",Eng. Patrícia Moreira Viana
261,Deep Dive Ep. 3: Casos de Sucesso em Storytelling com Dados para Apresentações Executivas,Podcast,Business Intelligence,Avançado,67,2025-08-19,"Episódio enriquecedor com debates aprofundados sobre Storytelling com Dados para Apresentações Executivas. Nesta gravação para o público de nível avançado, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Business Intelligence.",Eng. Patrícia Moreira Viana
262,Construindo Aplicações Robustas com Tipagem Estática e Boas Práticas com Mypy,Curso,Programação & Software,Intermediário,1047,2026-02-06,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Tipagem Estática e Boas Práticas com Mypy. O treinamento abrange tópicos de nível intermediário, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Programação & Software.",Dra. Mariana Vasconcelos
263,Como Obter Alta Performance Utilizando Integração Híbrida PostgreSQL e NoSQL MongoDB,Artigo,Banco de Dados,Intermediário,7,2025-06-17,"Artigo técnico detalhado que explora Integração Híbrida PostgreSQL e NoSQL MongoDB sob uma ótica técnica e conceitual. Focado em nível intermediário, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Banco de Dados.",Dr. Marcelo Silveira Neves
264,Análise Prática e Demonstração de Dashboards Estratégicos no Apache Superset,Vídeo,Business Intelligence,Avançado,55,2024-08-09,"Vídeo prático e objetivo apresentando a aplicação de Dashboards Estratégicos no Apache Superset. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Business Intelligence.",Eng. Thiago Pinheiro Borges
265,Deep Dive Ep. 74: Casos de Sucesso em Conteinerização com Docker e Docker Compose,Podcast,DevOps & Cloud,Intermediário,45,2025-02-28,"Episódio enriquecedor com debates aprofundados sobre Conteinerização com Docker e Docker Compose. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em DevOps & Cloud.",Profa. Larissa Duarte Toledo
266,Curso Completo de Modelagem e Agregações Analíticas no SQL Lab: Da Teoria à Prática,Curso,Business Intelligence,Básico,263,2024-10-06,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Modelagem e Agregações Analíticas no SQL Lab. O treinamento abrange tópicos de nível básico, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Business Intelligence.",Dr. André Luiz Carvalho
267,Especialização em Controle de Acesso Baseado em Papéis (RBAC) com Projetos Práticos,Curso,Segurança & Governança,Intermediário,995,2024-07-18,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Controle de Acesso Baseado em Papéis (RBAC). O treinamento abrange tópicos de nível intermediário, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Segurança & Governança.",Eng. Bruno César Pires
268,Data Insights Ep. 70: Experiências Reais com Fine-Tuning de Modelos Fundacionais,Podcast,Inteligência Artificial,Básico,34,2025-06-16,"Episódio enriquecedor com debates aprofundados sobre Fine-Tuning de Modelos Fundacionais. Nesta gravação para o público de nível básico, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Inteligência Artificial.",Dr. Marcelo Silveira Neves
269,Especialização em Previsão de Séries Temporais e Tendências com Projetos Práticos,Curso,Ciência de Dados,Básico,613,2024-08-21,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Previsão de Séries Temporais e Tendências. O treinamento abrange tópicos de nível básico, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Ciência de Dados.",Prof. Lucas Fernandes Prado
270,Como Obter Alta Performance Utilizando Experimentação e Testes A/B Orientados a Dados,Artigo,Ciência de Dados,Avançado,28,2025-02-16,"Artigo técnico detalhado que explora Experimentação e Testes A/B Orientados a Dados sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Ciência de Dados.",Prof. Lucas Fernandes Prado
271,Especialização em Criptografia de Dados em Repouso e em Trânsito com Projetos Práticos,Curso,Segurança & Governança,Intermediário,715,2025-05-22,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Criptografia de Dados em Repouso e em Trânsito. O treinamento abrange tópicos de nível intermediário, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Segurança & Governança.",Dra. Mariana Vasconcelos
272,Guia Definitivo e Boas Práticas sobre Estruturas de Dados e Algoritmos Eficientes,Artigo,Programação & Software,Intermediário,9,2024-01-14,"Artigo técnico detalhado que explora Estruturas de Dados e Algoritmos Eficientes sob uma ótica técnica e conceitual. Focado em nível intermediário, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Programação & Software.",Eng. Felipe Siqueira Castro
273,Como Obter Alta Performance Utilizando Infraestrutura como Código com Terraform,Artigo,DevOps & Cloud,Avançado,5,2026-04-08,"Artigo técnico detalhado que explora Infraestrutura como Código com Terraform sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em DevOps & Cloud.",Eng. Felipe Siqueira Castro
274,Estudo Técnico e Decisões de Arquitetura em Governança de Dados para Aplicações de IA,Artigo,Segurança & Governança,Avançado,7,2026-04-30,"Artigo técnico detalhado que explora Governança de Dados para Aplicações de IA sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Segurança & Governança.",Prof. Diego Henrique Barros
275,Deep Dive Ep. 148: Casos de Sucesso em Prevenção contra Vazamentos e Segurança em APIs,Podcast,Segurança & Governança,Intermediário,76,2026-03-02,"Episódio enriquecedor com debates aprofundados sobre Prevenção contra Vazamentos e Segurança em APIs. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Segurança & Governança.",Prof. Lucas Fernandes Prado
276,Data Insights Ep. 82: Experiências Reais com Prevenção contra Vazamentos e Segurança em APIs,Podcast,Segurança & Governança,Avançado,87,2024-12-13,"Episódio enriquecedor com debates aprofundados sobre Prevenção contra Vazamentos e Segurança em APIs. Nesta gravação para o público de nível avançado, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Segurança & Governança.",Dr. Marcelo Silveira Neves
277,Data Insights Ep. 136: Experiências Reais com Mensageria e Streaming com Apache Kafka,Podcast,Engenharia de Dados,Intermediário,49,2026-05-15,"Episódio enriquecedor com debates aprofundados sobre Mensageria e Streaming com Apache Kafka. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Engenharia de Dados.",Dr. Marcelo Silveira Neves
278,"Arquitetura & Código Ep. 129: Inovações em Ingestão Eficiente de CSV, JSON e Parquet",Podcast,Engenharia de Dados,Avançado,68,2024-07-11,"Episódio enriquecedor com debates aprofundados sobre Ingestão Eficiente de CSV, JSON e Parquet. Nesta gravação para o público de nível avançado, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Engenharia de Dados.",Eng. Rodrigo Alves Mendonça
279,Deep Dive Ep. 117: Casos de Sucesso em Consultas e Índices GIN com JSONB no PostgreSQL,Podcast,Banco de Dados,Intermediário,33,2025-05-15,"Episódio enriquecedor com debates aprofundados sobre Consultas e Índices GIN com JSONB no PostgreSQL. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Banco de Dados.",Eng. Vanessa Cristina Ramos
280,Como Obter Alta Performance Utilizando Clusterização e Segmentação de Perfis,Artigo,Ciência de Dados,Avançado,11,2024-05-22,"Artigo técnico detalhado que explora Clusterização e Segmentação de Perfis sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Ciência de Dados.",Prof. Elmo Batista de Faria
281,Masterclass de Embeddings Vetoriais e Representação Semântica para Projetos Reais,Curso,Inteligência Artificial,Básico,389,2026-02-24,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Embeddings Vetoriais e Representação Semântica. O treinamento abrange tópicos de nível básico, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Inteligência Artificial.",Dra. Juliana Martins Fontes
282,Deep Dive Ep. 11: Casos de Sucesso em Conteinerização com Docker e Docker Compose,Podcast,DevOps & Cloud,Intermediário,85,2026-04-14,"Episódio enriquecedor com debates aprofundados sobre Conteinerização com Docker e Docker Compose. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em DevOps & Cloud.",Prof. Diego Henrique Barros
283,Arquitetura & Código Ep. 23: Inovações em Monitoramento com Prometheus e Grafana,Podcast,DevOps & Cloud,Intermediário,28,2024-04-23,"Episódio enriquecedor com debates aprofundados sobre Monitoramento com Prometheus e Grafana. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em DevOps & Cloud.",Profa. Larissa Duarte Toledo
284,Guia Rápido e Hands-on: Interpretabilidade de Modelos com SHAP e LIME,Vídeo,Ciência de Dados,Básico,15,2025-05-08,"Vídeo prático e objetivo apresentando a aplicação de Interpretabilidade de Modelos com SHAP e LIME. Em formato hands-on com nível básico, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Ciência de Dados.",Eng. Patrícia Moreira Viana
285,Como Obter Alta Performance Utilizando Visão Computacional e Processamento de Imagens,Artigo,Inteligência Artificial,Básico,8,2024-11-28,"Artigo técnico detalhado que explora Visão Computacional e Processamento de Imagens sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Inteligência Artificial.",Profa. Carla Antunes Silveira
286,Guia Rápido e Hands-on: Prevenção contra Vazamentos e Segurança em APIs,Vídeo,Segurança & Governança,Intermediário,55,2025-05-07,"Vídeo prático e objetivo apresentando a aplicação de Prevenção contra Vazamentos e Segurança em APIs. Em formato hands-on com nível intermediário, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Segurança & Governança.",Prof. Gabriel Santana Ribeiro
287,Tech Talk Ep. 36: Melhores Práticas em Visão Computacional e Processamento de Imagens,Podcast,Inteligência Artificial,Intermediário,53,2024-04-03,"Episódio enriquecedor com debates aprofundados sobre Visão Computacional e Processamento de Imagens. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Inteligência Artificial.",Eng. Felipe Siqueira Castro
288,Estudo Técnico e Decisões de Arquitetura em Infraestrutura como Código com Terraform,Artigo,DevOps & Cloud,Avançado,8,2024-08-19,"Artigo técnico detalhado que explora Infraestrutura como Código com Terraform sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em DevOps & Cloud.",Eng. Felipe Siqueira Castro
289,Data Insights Ep. 58: Experiências Reais com Storytelling com Dados para Apresentações Executivas,Podcast,Business Intelligence,Básico,30,2025-08-08,"Episódio enriquecedor com debates aprofundados sobre Storytelling com Dados para Apresentações Executivas. Nesta gravação para o público de nível básico, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Business Intelligence.",Dr. Marcelo Silveira Neves
290,Como Obter Alta Performance Utilizando Integração Híbrida PostgreSQL e NoSQL MongoDB,Artigo,Banco de Dados,Básico,8,2024-11-03,"Artigo técnico detalhado que explora Integração Híbrida PostgreSQL e NoSQL MongoDB sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Banco de Dados.",Profa. Beatriz Helena Nogueira
291,Melhores Práticas e Arquitetura de Escalabilidade e Gestão de Custos em Cloud,Vídeo,DevOps & Cloud,Básico,42,2024-04-13,"Vídeo prático e objetivo apresentando a aplicação de Escalabilidade e Gestão de Custos em Cloud. Em formato hands-on com nível básico, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em DevOps & Cloud.",Prof. Gabriel Santana Ribeiro
292,Guia Definitivo e Boas Práticas sobre Controle de Acesso Baseado em Papéis (RBAC),Artigo,Segurança & Governança,Intermediário,22,2025-01-26,"Artigo técnico detalhado que explora Controle de Acesso Baseado em Papéis (RBAC) sob uma ótica técnica e conceitual. Focado em nível intermediário, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Segurança & Governança.",Profa. Larissa Duarte Toledo
293,Análise Prática e Demonstração de Técnicas de Anonimização e Pseudonimização,Vídeo,Segurança & Governança,Básico,11,2026-04-05,"Vídeo prático e objetivo apresentando a aplicação de Técnicas de Anonimização e Pseudonimização. Em formato hands-on com nível básico, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Segurança & Governança.",Prof. Gabriel Santana Ribeiro
294,Como Implementar Tipagem Estática e Boas Práticas com Mypy Passo a Passo,Vídeo,Programação & Software,Básico,21,2025-02-07,"Vídeo prático e objetivo apresentando a aplicação de Tipagem Estática e Boas Práticas com Mypy. Em formato hands-on com nível básico, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Programação & Software.",Dr. Fernando Zanin Pacheco
295,Análise Comparativa e Padrões Recomendados em Métricas de Avaliação de Modelos Preditivos,Artigo,Ciência de Dados,Avançado,10,2025-04-28,"Artigo técnico detalhado que explora Métricas de Avaliação de Modelos Preditivos sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Ciência de Dados.",Eng. Rodrigo Alves Mendonça
296,Especialização em Infraestrutura como Código com Terraform com Projetos Práticos,Curso,DevOps & Cloud,Avançado,3577,2024-11-08,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Infraestrutura como Código com Terraform. O treinamento abrange tópicos de nível avançado, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em DevOps & Cloud.",Dr. Marcelo Silveira Neves
297,Construindo Aplicações Robustas com Gerenciamento de Ambientes e Segredos em Nuvem,Curso,DevOps & Cloud,Básico,232,2024-01-19,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Gerenciamento de Ambientes e Segredos em Nuvem. O treinamento abrange tópicos de nível básico, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em DevOps & Cloud.",Dra. Camila Guimarães Rocha
298,Data Insights Ep. 94: Experiências Reais com Visão Computacional e Processamento de Imagens,Podcast,Inteligência Artificial,Intermediário,67,2025-04-05,"Episódio enriquecedor com debates aprofundados sobre Visão Computacional e Processamento de Imagens. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Inteligência Artificial.",Eng. Felipe Siqueira Castro
299,Melhores Práticas e Arquitetura de Previsão de Séries Temporais e Tendências,Vídeo,Ciência de Dados,Avançado,74,2024-02-19,"Vídeo prático e objetivo apresentando a aplicação de Previsão de Séries Temporais e Tendências. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Ciência de Dados.",Eng. Felipe Siqueira Castro
300,Melhores Práticas e Arquitetura de Tipagem Estática e Boas Práticas com Mypy,Vídeo,Programação & Software,Intermediário,63,2025-08-25,"Vídeo prático e objetivo apresentando a aplicação de Tipagem Estática e Boas Práticas com Mypy. Em formato hands-on com nível intermediário, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Programação & Software.",Dra. Renata Figueiredo Melo
301,Análise Prática e Demonstração de Engenharia de Recursos e Pré-processamento,Vídeo,Ciência de Dados,Avançado,45,2026-03-22,"Vídeo prático e objetivo apresentando a aplicação de Engenharia de Recursos e Pré-processamento. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Ciência de Dados.",Dra. Juliana Martins Fontes
302,Masterclass de APIs RESTful de Alta Performance com FastAPI para Projetos Reais,Curso,Programação & Software,Avançado,3007,2025-01-13,"Neste curso aprofundado, você aprenderá de forma estruturada sobre APIs RESTful de Alta Performance com FastAPI. O treinamento abrange tópicos de nível avançado, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Programação & Software.",Dra. Juliana Martins Fontes
303,Guia Rápido e Hands-on: Monitoramento com Prometheus e Grafana,Vídeo,DevOps & Cloud,Avançado,81,2025-05-25,"Vídeo prático e objetivo apresentando a aplicação de Monitoramento com Prometheus e Grafana. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em DevOps & Cloud.",Eng. Patrícia Moreira Viana
304,Análise Comparativa e Padrões Recomendados em Orquestração de Microsserviços com Kubernetes,Artigo,DevOps & Cloud,Avançado,30,2026-01-17,"Artigo técnico detalhado que explora Orquestração de Microsserviços com Kubernetes sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em DevOps & Cloud.",Eng. Thiago Pinheiro Borges
305,Como Implementar Estratégias de Indexação e Performance de Bancos Passo a Passo,Vídeo,Banco de Dados,Avançado,50,2026-02-15,"Vídeo prático e objetivo apresentando a aplicação de Estratégias de Indexação e Performance de Bancos. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Banco de Dados.",Profa. Beatriz Helena Nogueira
306,Deep Dive Ep. 114: Casos de Sucesso em Fundamentos de Deep Learning com PyTorch,Podcast,Inteligência Artificial,Avançado,52,2024-01-12,"Episódio enriquecedor com debates aprofundados sobre Fundamentos de Deep Learning com PyTorch. Nesta gravação para o público de nível avançado, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Inteligência Artificial.",Dr. André Luiz Carvalho
307,Deep Dive Ep. 2: Casos de Sucesso em Infraestrutura como Código com Terraform,Podcast,DevOps & Cloud,Intermediário,65,2025-05-20,"Episódio enriquecedor com debates aprofundados sobre Infraestrutura como Código com Terraform. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em DevOps & Cloud.",Dra. Renata Figueiredo Melo
308,Papo de Dados Ep. 142: Desvendando Mensageria e Streaming com Apache Kafka,Podcast,Engenharia de Dados,Avançado,52,2026-03-04,"Episódio enriquecedor com debates aprofundados sobre Mensageria e Streaming com Apache Kafka. Nesta gravação para o público de nível avançado, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Engenharia de Dados.",Prof. Diego Henrique Barros
309,Tech Talk Ep. 149: Melhores Práticas em Engenharia de Prompts e Agentes Inteligentes,Podcast,Inteligência Artificial,Intermediário,48,2026-03-27,"Episódio enriquecedor com debates aprofundados sobre Engenharia de Prompts e Agentes Inteligentes. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Inteligência Artificial.",Dra. Juliana Martins Fontes
310,Papo de Dados Ep. 121: Desvendando Pipelines de CI/CD para Engenharia de Dados,Podcast,DevOps & Cloud,Intermediário,49,2024-01-28,"Episódio enriquecedor com debates aprofundados sobre Pipelines de CI/CD para Engenharia de Dados. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em DevOps & Cloud.",Dra. Renata Figueiredo Melo
311,"Masterclass de Ingestão Eficiente de CSV, JSON e Parquet para Projetos Reais",Curso,Engenharia de Dados,Intermediário,1078,2024-08-19,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Ingestão Eficiente de CSV, JSON e Parquet. O treinamento abrange tópicos de nível intermediário, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Engenharia de Dados.",Dra. Mariana Vasconcelos
312,Tech Talk Ep. 127: Melhores Práticas em Storytelling com Dados para Apresentações Executivas,Podcast,Business Intelligence,Intermediário,62,2024-08-19,"Episódio enriquecedor com debates aprofundados sobre Storytelling com Dados para Apresentações Executivas. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Business Intelligence.",Dr. Marcelo Silveira Neves
313,Curso Completo de Modelagem e Agregações Analíticas no SQL Lab: Da Teoria à Prática,Curso,Business Intelligence,Básico,284,2025-05-16,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Modelagem e Agregações Analíticas no SQL Lab. O treinamento abrange tópicos de nível básico, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Business Intelligence.",Eng. Felipe Siqueira Castro
314,Tech Talk Ep. 44: Melhores Práticas em Visão Computacional e Processamento de Imagens,Podcast,Inteligência Artificial,Avançado,67,2024-04-14,"Episódio enriquecedor com debates aprofundados sobre Visão Computacional e Processamento de Imagens. Nesta gravação para o público de nível avançado, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Inteligência Artificial.",Dra. Juliana Martins Fontes
